UserId,SampleNumber,hold_ ,"hold_,",hold_.,hold_/,hold_0,hold_3,hold_8,hold_:,hold_;,hold_=,hold_A,hold_AltGraph,hold_ArrowLeft,hold_ArrowRight,hold_B,hold_Backspace,hold_C,hold_CapsLock,hold_Control,hold_E,hold_Enter,hold_Insert,hold_K,hold_NumLock,hold_O,hold_P,hold_Q,hold_R,hold_S,hold_Shift,hold_T,hold_Unidentified,hold_W,hold_Y,hold_Z,hold_\,hold_],hold_a,hold_b,hold_c,hold_d,hold_e,hold_f,hold_g,hold_h,hold_i,hold_j,hold_k,hold_l,hold_m,hold_n,hold_o,hold_p,hold_q,hold_r,hold_s,hold_t,hold_u,hold_v,hold_w,hold_x,hold_y,hold_z,hold_à,hold_ó,hold_ą,hold_ć,hold_ę,hold_ł,hold_ń,hold_ś,hold_ź,hold_ż
,1,105.3363636190241,0.0,104.39999997615814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.57000000476837,100.30000001192093,0.0,0.0,0.0,114.10000002384186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796.8000000119209,0.0,4.026101694268696,0.0,0.0,0.0,0.0,0.0,113.85000002384186,109.39999999602635,107.00000001192093,116.39999997615814,115.97142856461662,89.05000001192093,123.65000000596046,130.36666667461395,114.52222221427493,0.0,137.60000002384186,116.80000001192093,109.5,125.21666666865349,116.28999999761581,129.90000000596046,0.0,107.75714287587574,111.1454545530406,106.15714286054883,119.5,110.5,104.79999995231628,0.0,105.39999997615814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0666666626930237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1487804875141236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.090338161026222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.550000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96582914596826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8751412431399026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anita,1,97.16363636472009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.40000000596046,87.69999998807907,105.80000001192093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.89999997615814,107.11666665474574,64.13333332538605,113.50000001192093,106.40000003576279,113.42857141154153,65.69999998807907,72.0333333214124,73.43333335717519,68.38888888226614,0.0,106.40000003576279,71.09999997615814,44.19999998807907,68.39999997615814,73.27777777777777,75.5499999821186,0.0,97.18571428741727,99.22727273269133,73.05714285373688,63.5,86.19999998807907,87.59999996423721,0.0,69.57500000298023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anita,2,84.93888888425298,66.39999997615814,87.0,0.0,0.0,0.0,0.0,0.0,0.0,65.39999997615814,0.0,412.22499999403954,0.0,0.0,0.0,85.06249998509884,0.0,105.87500001490116,412.99999998509884,0.0,0.0,0.0,0.0,0.0,0.0,89.59999996423721,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,204.69999998807907,0.0,105.33000000119209,70.73333330949147,83.80000001192093,71.36666667461395,85.64999999403953,73.94999998807907,64.7333333293597,63.40000003576279,85.53333333134651,64.20000004768372,83.28333334128062,65.2333333492279,65.0,79.1499999910593,103.05999997854232,65.40000003576279,64.0,105.31666664282481,74.92499999701977,81.62857144219535,65.25,66.09999996423721,86.63333332538605,0.0,71.36666667461395,90.07500000298023,0.0,0.0,64.0,66.59999996423721,0.0,0.0,63.39999997615814,85.10000002384186,63.60000002384186,65.69999998807907
Anita,3,74.28571428997176,64.80000001192093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.87499998509884,0.0,0.0,0.0,58.29999998211861,0.0,104.7833333214124,241.7250000089407,85.89999997615814,0.0,0.0,85.0,0.0,0.0,0.0,84.19999998807907,65.60000002384186,0.0,0.0,41.89999997615814,0.0,88.30000001192093,63.60000002384186,0.0,0.0,0.0,82.48571428656578,151.0999999642372,67.40000003576279,76.09999999403954,82.23999999761581,0.0,0.0,0.0,74.33636364069852,65.44999998807907,55.09999998807907,66.0,64.10000002384186,91.04444442854987,73.07999999523163,79.06666664282481,0.0,64.56666664282481,92.75,64.36000000238418,65.13333330551784,0.0,92.2250000089407,0.0,74.90000000596046,106.37999999523163,0.0,0.0,63.60000002384186,61.59999996423721,0.0,0.0,0.0,0.0,0.0,0.0
Anita,4,69.55000000447035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.35000002384186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.80000001192093,0.0,0.0,0.0,0.0,0.0,0.0,93.49999997019768,85.5,76.52500000596046,96.39999997615814,99.94444445768993,74.125,89.09999996423721,63.650000005960464,81.125,0.0,0.0,74.5,116.0,87.875,82.55000000447035,105.90000003576279,0.0,101.09999999403954,102.92500001192093,68.45000000596046,64.20000000794728,66.5,64.29999995231628,0.0,64.06666666269302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anita,5,76.3374999947846,65.55000001192093,61.95000001788139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.6800000011921,0.0,0.0,0.0,86.19999997814496,0.0,111.80000001192093,229.59999999403954,0.0,0.0,0.0,0.0,0.0,0.0,104.70000004768372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.39999997615814,0.0,108.13333332538605,84.93333335717519,85.39999997615814,63.30000001192093,81.3999999910593,0.0,86.39999997615814,66.10000002384186,73.29000000357628,0.0,91.20000000794728,63.799999952316284,65.55000001192093,107.89999997615814,87.09999999403954,79.03333334128062,0.0,73.2571428503309,76.55000001192093,55.7250000089407,84.16666664679845,0.0,70.87000001072883,0.0,55.1,104.74285714115415,0.0,0.0,81.60000002384186,88.79999995231628,0.0,0.0,0.0,0.0,0.0,0.0
